"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45"
"28" 1 0.818181818181818 0.232323232323232 0.171717171717172 0.171717171717172 0.323232323232323 0.717171717171717 0.818181818181818 0.171717171717172 0.585858585858586 0.101010101010101 0.818181818181818 0.0202020202020202 0.636363636363636 0.171717171717172 0.212121212121212 0.171717171717172 0.0202020202020202 0.282828282828283 0.101010101010101 0.0202020202020202 0.0909090909090909 0.939393939393939 0.171717171717172 0.838383838383838 0.272727272727273 0.141414141414141 0.212121212121212 0.232323232323232 0.282828282828283 0.101010101010101 0.171717171717172 0.323232323232323 0.818181818181818 1 0.232323232323232 0.323232323232323 0.101010101010101 0.464646464646465 0.232323232323232 0.212121212121212 0.171717171717172 0.171717171717172 0.414141414141414 0.292929292929293
"29" 1 0.818181818181818 0.141414141414141 0.171717171717172 0.171717171717172 0.363636363636364 0.707070707070707 0.818181818181818 0.171717171717172 0.585858585858586 0.0909090909090909 0.818181818181818 0.0202020202020202 0.666666666666667 0.171717171717172 0.191919191919192 0.171717171717172 0.0202020202020202 0.171717171717172 0.0909090909090909 0.0202020202020202 0.0707070707070707 0.929292929292929 0.171717171717172 0.838383838383838 0.262626262626263 0.0707070707070707 0.191919191919192 0.232323232323232 0.171717171717172 0.0909090909090909 0.171717171717172 0.363636363636364 0.818181818181818 1 0.141414141414141 0.171717171717172 0.0909090909090909 0.454545454545455 0.232323232323232 0.262626262626263 0.121212121212121 0.121212121212121 0.404040404040404 0.141414141414141
"30" 1 0.898989898989899 0.131313131313131 0.161616161616162 0.161616161616162 0.414141414141414 0.727272727272727 0.898989898989899 0.161616161616162 0.585858585858586 0.0808080808080808 0.898989898989899 0.0404040404040404 0.707070707070707 0.161616161616162 0.131313131313131 0.161616161616162 0.0404040404040404 0.212121212121212 0.0808080808080808 0.0404040404040404 0.0707070707070707 0.858585858585859 0.414141414141414 0.707070707070707 0.252525252525253 0.0707070707070707 0.131313131313131 0.232323232323232 0.171717171717172 0.0808080808080808 0.161616161616162 0.414141414141414 0.848484848484849 1 0.131313131313131 0.161616161616162 0.0808080808080808 0.464646464646465 0.232323232323232 0.131313131313131 0.161616161616162 0.161616161616162 0.474747474747475 0.131313131313131
"31" 1 0.818181818181818 0.232323232323232 0.171717171717172 0.171717171717172 0.383838383838384 0.707070707070707 0.818181818181818 0.171717171717172 0.414141414141414 0.111111111111111 0.818181818181818 0.0202020202020202 0.656565656565657 0.171717171717172 0.111111111111111 0.171717171717172 0.0202020202020202 0.171717171717172 0.111111111111111 0.0202020202020202 0.171717171717172 0.868686868686869 0.232323232323232 0.818181818181818 0.151515151515152 0.171717171717172 0.111111111111111 0.424242424242424 0.171717171717172 0.111111111111111 0.0909090909090909 0.414141414141414 0.818181818181818 1 0.232323232323232 0.171717171717172 0.0808080808080808 0.656565656565657 0.232323232323232 0.111111111111111 0.171717171717172 0.111111111111111 0.414141414141414 0.383838383838384
"32" 0.797979797979798 0.777777777777778 0.242424242424242 0.181818181818182 0.181818181818182 0.181818181818182 0.525252525252525 0.787878787878788 0.181818181818182 0.585858585858586 0.121212121212121 0.626262626262626 0.151515151515152 0.797979797979798 0.353535353535354 0.303030303030303 0.181818181818182 0.151515151515152 0.414141414141414 0.121212121212121 0.303030303030303 0.252525252525253 0.797979797979798 0.181818181818182 0.727272727272727 0.292929292929293 0.252525252525253 0.101010101010101 0.202020202020202 0.414141414141414 0.121212121212121 0.181818181818182 0.181818181818182 0.777777777777778 0.98989898989899 0.171717171717172 0.181818181818182 0.121212121212121 0.515151515151515 0.202020202020202 0.171717171717172 0.181818181818182 0.181818181818182 0.737373737373737 0.313131313131313
"33" 0.95959595959596 0.828282828282828 0.131313131313131 0.141414141414141 0.141414141414141 0.303030303030303 0.535353535353535 0.828282828282828 0.292929292929293 0.616161616161616 0.141414141414141 0.828282828282828 0.0404040404040404 0.95959595959596 0.303030303030303 0.181818181818182 0.141414141414141 0.0202020202020202 0.292929292929293 0.141414141414141 0.0202020202020202 0.171717171717172 0.95959595959596 0.404040404040404 0.676767676767677 0.303030303030303 0.171717171717172 0.181818181818182 0.242424242424242 0.292929292929293 0.141414141414141 0.141414141414141 0.404040404040404 0.828282828282828 1 0.131313131313131 0.141414141414141 0.141414141414141 0.606060606060606 0.141414141414141 0.181818181818182 0.141414141414141 0.141414141414141 0.888888888888889 0.131313131313131
"34" 1 0.797979797979798 0.141414141414141 0.171717171717172 0.242424242424242 0.171717171717172 0.686868686868687 0.797979797979798 0.171717171717172 0.414141414141414 0.121212121212121 0.797979797979798 0.0202020202020202 0.787878787878788 0.171717171717172 0.202020202020202 0.171717171717172 0.0202020202020202 0.171717171717172 0.121212121212121 0.0202020202020202 0.0606060606060606 0.787878787878788 0.171717171717172 0.747474747474748 0.191919191919192 0.0606060606060606 0.202020202020202 0.242424242424242 0.171717171717172 0.121212121212121 0.171717171717172 0.383838383838384 0.797979797979798 1 0.141414141414141 0.171717171717172 0.151515151515152 0.444444444444444 0.242424242424242 0.202020202020202 0.171717171717172 0.171717171717172 0.444444444444444 0.141414141414141
"35" 1 0.838383838383838 0.121212121212121 0.181818181818182 0.181818181818182 0.181818181818182 0.535353535353535 0.757575757575758 0.181818181818182 0.434343434343434 0.0909090909090909 0.808080808080808 0.0202020202020202 0.757575757575758 0.323232323232323 0.111111111111111 0.121212121212121 0.0202020202020202 0.161616161616162 0.191919191919192 0.0505050505050505 0.0808080808080808 0.929292929292929 0.191919191919192 0.838383838383838 0.141414141414141 0.0808080808080808 0.181818181818182 0.252525252525253 0.161616161616162 0.111111111111111 0.191919191919192 0.323232323232323 0.808080808080808 1 0.141414141414141 0.323232323232323 0.0909090909090909 0.434343434343434 0.252525252525253 0.111111111111111 0.191919191919192 0.121212121212121 0.434343434343434 0.141414141414141
"36" 1 0.808080808080808 0.262626262626263 0.121212121212121 0.313131313131313 0.121212121212121 0.696969696969697 0.818181818181818 0.313131313131313 0.454545454545455 0.101010101010101 0.818181818181818 0.0404040404040404 0.696969696969697 0.313131313131313 0.101010101010101 0.131313131313131 0.0404040404040404 0.282828282828283 0.101010101010101 0.0404040404040404 0.131313131313131 0.898989898989899 0.313131313131313 0.818181818181818 0.131313131313131 0.141414141414141 0.101010101010101 0.252525252525253 0.282828282828283 0.101010101010101 0.121212121212121 0.313131313131313 0.818181818181818 1 0.262626262626263 0.313131313131313 0.101010101010101 0.454545454545455 0.252525252525253 0.101010101010101 0.131313131313131 0.131313131313131 0.434343434343434 0.393939393939394
"37" 0.777777777777778 0.777777777777778 0.262626262626263 0.292929292929293 0.292929292929293 0.292929292929293 0.777777777777778 0.777777777777778 0.171717171717172 0.777777777777778 0.0808080808080808 0.777777777777778 0.202020202020202 0.777777777777778 0.434343434343434 0.151515151515152 0.171717171717172 0.202020202020202 0.131313131313131 0.0808080808080808 0.0606060606060606 0.141414141414141 0.777777777777778 0.676767676767677 0.686868686868687 0.242424242424242 0.141414141414141 0.151515151515152 0.212121212121212 0.131313131313131 0.131313131313131 0.292929292929293 0.292929292929293 0.777777777777778 0.97979797979798 0.262626262626263 0.292929292929293 0.0808080808080808 0.777777777777778 0.212121212121212 0.151515151515152 0.171717171717172 0.292929292929293 0.777777777777778 0.272727272727273
